[GIN] 2024/10/14 - 23:38:36 | 200 |         755µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:36 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:38 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:38 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:40 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:40 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:42 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:42 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:44 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:44 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:46 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:46 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:48 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:48 | 200 |      1.0016ms |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:50 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:50 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:52 | 200 |       304.4µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:52 | 200 |       436.2µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:54 | 200 |         421µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:54 | 200 |      1.0043ms |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:56 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:56 | 200 |       999.3µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:38:58 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:38:58 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:00 | 200 |       849.5µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:00 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:02 | 200 |      1.0074ms |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:02 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:04 | 200 |       490.5µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:04 | 200 |       679.4µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:06 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:06 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:08 | 200 |       545.9µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:08 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:10 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:10 | 200 |         861µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:12 | 200 |       482.8µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:12 | 200 |       990.2µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:14 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:14 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:16 | 200 |       996.1µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:16 | 200 |       641.2µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:18 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:18 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:20 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:20 | 200 |      1.0017ms |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:22 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:22 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:24 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:24 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:26 | 200 |      1.0017ms |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:26 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:28 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:28 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:30 | 200 |       994.4µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:30 | 200 |       852.1µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:32 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:32 | 200 |       999.3µs |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:34 | 200 |            0s |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:34 | 200 |            0s |    192.168.0.22 | POST     "/auth/work/status"
[GIN] 2024/10/14 - 23:39:36 | 200 |         999µs |    192.168.0.22 | POST     "/auth/user/online"
[GIN] 2024/10/14 - 23:39:36 | 200 |      1.0068ms |    192.168.0.22 | POST     "/auth/work/status"
